Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neigh_borhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,_1st_Flr_SF,_2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,_3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,SalePrice,Sale_Condition
516,0528456220,060,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,21,Norm,Norm,1,2,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2008,RFn,2,676,TA,TA,Y,0,30,0,0,0,0,NA,NA,NA,0,6,2009,WD,210000,Normal
520,0528458060,020,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,21,Norm,Norm,1,1,7,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1402,1402,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,2,625,TA,TA,Y,205,126,0,0,0,0,NA,NA,NA,0,5,2009,WD,229800,Normal
524,0528477050,060,FV,85,11003,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,21,Norm,Norm,1,2,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,160,Ex,TA,PConc,Ex,TA,Av,GLQ,765,Unf,0,252,1017,GasA,Ex,Y,SBrkr,1026,981,0,2007,1,0,2,1,3,1,Ex,10,Typ,1,Ex,Attchd,2008,Fin,3,812,TA,TA,Y,168,52,0,0,0,0,NA,NA,NA,0,4,2009,WD,310000,Normal
528,0528480170,020,FV,65,8125,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,21,Norm,Norm,1,1,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1836,1836,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2009,Fin,2,517,TA,TA,Y,0,175,0,0,0,0,NA,NA,NA,0,10,2009,New,264500,Partial
543,0531376090,020,RL,61,7328,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,26,Norm,Norm,1,1,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,140,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1450,1450,GasA,Ex,Y,SBrkr,1450,0,0,1450,0,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2008,RFn,3,788,TA,TA,Y,0,93,0,0,0,0,NA,NA,NA,0,2,2009,New,224243,Partial
821,0906340120,020,RL,61,10226,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,NA,NA,NA,0,1,2009,WD,295493,Normal
822,0906340130,020,RL,65,10816,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364,Ex,TA,PConc,Ex,TA,Gd,GLQ,1104,Unf,0,616,1720,GasA,Ex,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008,RFn,3,846,TA,TA,Y,208,104,0,0,0,0,NA,NA,NA,0,11,2009,WD,332000,Normal
823,0906378110,020,RL,71,9178,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,3,904,TA,TA,Y,192,142,0,0,0,0,NA,NA,NA,0,6,2009,WD,239900,Normal
829,0906380220,020,RL,95,10324,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,5,Norm,Norm,1,1,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140,Gd,TA,PConc,Gd,TA,Av,GLQ,872,Unf,0,382,1254,GasA,Ex,Y,SBrkr,1254,0,0,1254,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2008,RFn,3,810,TA,TA,Y,168,92,0,0,0,0,NA,NA,NA,0,3,2009,WD,221800,Normal
960,0916382100,020,RL,113,13438,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,24,Norm,Norm,1,1,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246,Ex,TA,CBlock,Ex,TA,Gd,GLQ,1758,Unf,0,432,2190,GasA,Ex,Y,SBrkr,2036,0,0,2036,1,0,2,0,3,1,Ex,9,Typ,1,Ex,Attchd,2008,Fin,3,780,TA,TA,Y,90,154,0,0,0,0,NA,NA,NA,0,7,2009,WD,410000,Normal
961,0916382110,020,RL,79,14463,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,24,Norm,Norm,1,1,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115,Unf,0,526,1641,GasA,Ex,Y,SBrkr,1641,0,0,1641,1,0,2,0,3,1,Ex,7,Typ,0,NA,Attchd,2008,Fin,3,885,TA,TA,Y,0,95,0,0,0,0,NA,NA,NA,0,1,2009,WD,316500,Normal
1051,0528102030,020,RL,96,12444,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,16,Norm,Norm,1,1,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,426,Ex,TA,PConc,Ex,TA,Av,GLQ,1336,Unf,0,596,1932,GasA,Ex,Y,SBrkr,1932,0,0,1932,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,774,TA,TA,Y,0,66,0,304,0,0,NA,NA,NA,0,11,2008,New,394617,Partial
1054,0528104080,060,RL,67,14948,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,16,Norm,Norm,1,2,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268,Ex,TA,PConc,Ex,TA,Av,GLQ,1330,Unf,0,122,1452,GasA,Ex,Y,SBrkr,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,Typ,1,Gd,Attchd,2008,Fin,3,858,TA,TA,Y,126,66,0,0,0,0,NA,NA,NA,0,11,2008,New,446261,Partial
1070,0528180110,120,RL,58,10110,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,16,Norm,Norm,5,1,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492,Ex,TA,PConc,Gd,TA,No,GLQ,372,Unf,0,1486,1858,GasA,Ex,Y,SBrkr,1866,0,0,1866,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,870,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,11,2008,New,336860,Partial
1071,0528180140,120,RL,65,8769,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,16,Norm,Norm,5,1,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,1052,TA,TA,Y,0,72,0,0,224,0,NA,NA,NA,0,10,2008,New,367294,Partial
1115,0528429080,020,RL,75,14587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,21,Norm,Norm,1,1,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,NA,NA,NA,0,8,2008,New,264132,Partial
1117,0528431080,020,RL,91,12274,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,21,Norm,Norm,1,1,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,NA,Attchd,2008,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,7,2008,New,227680,Partial
1284,0902100020,020,RM,56,9836,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,18,Artery,Norm,1,1,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,GLQ,96,Unf,0,96,192,GasA,Gd,N,SBrkr,1133,0,0,1133,1,0,1,0,3,1,TA,7,Typ,0,NA,Detchd,2008,Unf,1,308,TA,TA,Y,0,175,0,0,0,0,NA,NA,NA,0,12,2008,WD,143000,Abnorml
1426,0906412010,020,RL,91,11778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085,Unf,0,186,2271,GasA,Ex,Y,SBrkr,2276,0,0,2276,1,0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,2008,RFn,3,1348,Gd,TA,Y,0,0,70,0,255,0,NA,NA,NA,0,6,2008,WD,475000,Abnorml
1427,0906412050,020,RL,91,11778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,5,PosN,Norm,1,1,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402,Ex,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,598,1751,GasA,Ex,Y,SBrkr,1766,0,0,1766,1,0,2,1,3,1,Ex,8,Typ,2,Gd,Attchd,2008,Fin,3,874,TA,TA,Y,216,36,0,0,0,0,NA,NA,NA,0,12,2008,New,395039,Partial
1499,0908154235,060,RL,313,63887,Pave,NA,IR3,Bnk,AllPub,Corner,Gtl,7,Feedr,Norm,1,2,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,GasA,Ex,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008,Fin,2,1418,TA,TA,Y,214,292,0,0,0,480,Gd,NA,NA,0,1,2008,New,160000,Partial
1560,0911370410,120,RM,64,5587,Pave,NA,IR1,HLS,AllPub,Inside,Mod,6,Norm,Norm,5,1,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,NA,NA,NA,0,11,2008,New,392500,Partial
1579,0916386180,060,RL,81,12018,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,24,Norm,Norm,1,2,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,796,796,GasA,Ex,Y,SBrkr,796,816,0,1612,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2008,Fin,3,666,TA,TA,Y,0,64,0,0,0,0,NA,NA,NA,0,10,2008,New,218689,Partial
2181,0908154195,020,RL,128,39290,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,7,Norm,Norm,1,1,10,5,2008,2009,Hip,CompShg,CemntBd,CmentBd,Stone,1224,Ex,TA,PConc,Ex,TA,Gd,GLQ,4010,Unf,0,1085,5095,GasA,Ex,Y,SBrkr,5095,0,0,5095,1,1,2,1,2,1,Ex,15,Typ,2,Gd,Attchd,2008,Fin,3,1154,TA,TA,Y,546,484,0,0,0,0,NA,NA,Elev,17000,10,2007,New,183850,Partial
38,0528112020,020,RL,98,11478,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,16,Norm,Norm,1,1,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Ex,TA,No,GLQ,1218,Unf,0,486,1704,GasA,Ex,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,772,TA,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,5,2010,WD,306000,Normal
422,0528102140,060,RL,110,14257,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,16,PosN,Norm,1,2,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726,Ex,TA,PConc,Ex,TA,No,GLQ,1360,Unf,0,416,1776,GasA,Ex,Y,SBrkr,1794,978,0,2772,1,0,3,1,4,1,Ex,10,Typ,3,Gd,BuiltIn,2007,Fin,3,754,TA,TA,Y,135,64,0,0,0,0,NA,NA,NA,0,6,2009,WD,462000,Normal
426,0528108010,020,RL,110,14230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,16,Norm,Norm,1,1,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1566,1566,GasA,Ex,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,890,TA,TA,Y,0,56,0,0,0,0,NA,NA,NA,0,7,2009,WD,256300,Normal
433,0528110020,020,RL,105,13693,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,16,PosA,PosA,1,1,10,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288,Unf,0,342,2630,GasA,Ex,Y,SBrkr,2674,0,0,2674,2,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2007,Fin,3,762,TA,TA,Y,360,50,0,0,0,0,NA,NA,NA,0,3,2009,WD,610000,Normal
437,0528118060,060,RL,59,23303,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,16,Norm,Norm,1,2,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,20,Gd,TA,PConc,Ex,TA,Av,GLQ,1230,Unf,0,278,1508,GasA,Ex,Y,SBrkr,1508,1012,0,2520,1,0,2,1,5,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,640,TA,TA,Y,192,273,0,0,0,0,NA,NA,NA,0,6,2009,WD,409900,Family
455,0528175050,120,RL,80,10307,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,16,Norm,Norm,5,1,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176,Gd,TA,PConc,Gd,TA,No,GLQ,876,Unf,0,474,1350,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,484,TA,TA,Y,192,26,0,0,0,0,NA,NA,NA,0,5,2009,WD,212500,Normal
456,0528175060,120,RL,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,16,Norm,Norm,4,1,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,NA,NA,NA,0,7,2009,WD,230000,Normal
469,0528228290,120,RL,53,3684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,5,1,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007,Fin,3,660,TA,TA,Y,143,20,0,0,0,0,NA,NA,NA,0,6,2009,WD,174000,Normal
470,0528228295,120,RL,51,3635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,5,1,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No,ALQ,988,Unf,0,398,1386,GasA,Ex,Y,SBrkr,1569,0,0,1569,0,1,2,0,1,1,Gd,7,Typ,1,TA,Attchd,2007,RFn,3,660,TA,TA,Y,143,20,0,0,0,0,NA,NA,NA,0,5,2009,WD,175900,Normal
483,0528253010,120,RL,34,5063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,16,Norm,Norm,4,1,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,NA,NA,NA,0,4,2009,ConLw,207500,Normal
511,0528435050,020,RL,85,10130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,21,Norm,Norm,1,1,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260,Gd,TA,PConc,Gd,TA,Av,GLQ,1294,Unf,0,408,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,844,TA,TA,Y,0,69,0,0,0,0,NA,NA,NA,0,3,2009,WD,275500,Normal
521,0528458140,020,FV,112,12606,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,21,Norm,Norm,1,1,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1530,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008,RFn,3,984,TA,TA,Y,212,136,0,0,0,0,NA,NA,NA,0,5,2009,WD,250000,Normal
534,0531363010,020,RL,80,9605,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,26,Norm,Norm,1,1,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1218,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,2007,RFn,2,576,TA,TA,Y,0,178,0,0,0,0,NA,NA,NA,0,4,2009,WD,159000,Normal
820,0906340110,020,RL,79,10637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,826,TA,TA,Y,208,44,0,0,0,0,NA,NA,NA,0,9,2009,WD,297000,Normal
824,0906380050,060,RL,68,10769,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,2,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,NA,NA,NA,0,4,2009,WD,212000,Normal
825,0906380060,020,RL,77,11422,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352,Gd,TA,PConc,Ex,TA,Av,GLQ,1359,Unf,0,479,1838,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2007,RFn,2,524,TA,TA,Y,154,222,0,0,0,0,NA,NA,NA,0,4,2009,WD,272500,Normal
826,0906380100,020,RL,122,11923,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,5,Norm,Norm,1,1,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,Y,SBrkr,1800,0,0,1800,0,0,2,0,2,1,Ex,7,Typ,0,NA,Attchd,2007,Fin,2,702,TA,TA,Y,288,136,0,0,0,0,NA,NA,NA,0,5,2009,WD,239000,Normal
828,0906380210,020,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,902,Unf,0,380,1282,GasA,Ex,Y,SBrkr,1290,0,0,1290,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,2,662,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,200000,Normal
830,0906392070,020,RL,64,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,1232,GasA,Ex,Y,SBrkr,1232,0,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,2,632,TA,TA,Y,132,0,0,0,0,0,NA,NA,NA,0,2,2009,WD,194500,Normal
880,0907410130,020,RL,85,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,5,Norm,Norm,1,1,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,Gd,TA,PConc,Gd,TA,Av,GLQ,1478,Unf,0,100,1578,GasA,Ex,Y,SBrkr,1602,0,0,1602,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,810,TA,TA,Y,0,48,0,0,195,0,NA,NA,NA,0,1,2009,WD,293200,Normal
884,0907420040,060,RL,85,11069,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,5,Norm,Norm,1,2,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,608,608,GasA,Ex,Y,SBrkr,608,788,0,1396,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007,Fin,2,440,TA,TA,Y,100,36,0,0,0,0,NA,NA,NA,0,7,2009,WD,170000,Normal
892,0908154040,020,RL,86,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,7,Norm,Norm,1,1,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,GasA,Ex,Y,SBrkr,1698,0,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,768,TA,TA,Y,327,64,0,0,0,0,NA,NA,NA,0,2,2009,WD,320000,Normal
945,0911370500,120,RM,44,3843,Pave,NA,IR1,HLS,AllPub,Inside,Mod,6,Norm,Norm,5,1,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,174,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476,Unf,0,120,1596,GasA,Ex,Y,SBrkr,1648,0,0,1648,1,1,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2007,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,NA,NA,NA,0,6,2009,New,230000,Partial
958,0916380070,020,RL,89,12898,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,24,Norm,Norm,1,1,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2008,Fin,3,912,TA,TA,Y,228,0,0,0,0,0,NA,NA,NA,0,9,2009,WD,315500,Normal
962,0916386140,020,RL,73,8925,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,24,Norm,Norm,1,1,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1450,1466,GasA,Ex,Y,SBrkr,1466,0,0,1466,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,3,610,TA,TA,Y,100,18,0,0,0,0,NA,NA,NA,0,7,2009,WD,201000,Normal
969,0921128050,020,RL,85,12633,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,24,Norm,Norm,1,1,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,290,Ex,TA,PConc,Ex,TA,Gd,GLQ,1640,Unf,0,338,1978,GasA,Ex,Y,SBrkr,1978,0,0,1978,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,3,920,TA,TA,Y,308,52,0,0,0,0,NA,NA,NA,0,5,2009,WD,425000,Normal
1015,0527252080,120,RL,60,8118,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,22,PosN,PosN,5,1,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,178,Ex,TA,PConc,Ex,TA,Gd,GLQ,1034,Unf,0,676,1710,GasA,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007,RFn,2,557,TA,TA,Y,156,48,0,0,0,0,NA,NA,NA,0,7,2008,WD,334000,Normal
1052,0528102110,060,RL,96,12474,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,16,Norm,Norm,1,2,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,GasA,Ex,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,NA,NA,NA,0,8,2008,New,426000,Partial
